Run ID,Cosine Similarity,BERT Score (F1)
1,0.0149794491724199,0.05510502624224949
2,0.3032794814427857,0.1696944950896132
3,0.1794927817705089,0.14490812694297822
4,0.0409046508214102,0.07126231380515065
5,0.0147433206978446,0.1368722852754738
6,0.0760903420437339,0.11425744292254489
