,File,Parameters_experiment,Cosine Similarity_experiment,Text Cosine Similarity_experiment,BERT F1_experiment,Cosine Similarity_baseline,Text Cosine Similarity_baseline,BERT F1_baseline,Cosine Difference,Text Cosine Difference,BERT F1 Difference
20,01_BTMS.docx,"{'temperature': 1.0, 'top_k': None, 'top_p': 1.0, 'max_new_tokens': 2048}",0.6760298,0.6481438674605062,0.8591190576553345,0.62042594,0.1890248530076861,0.7885132431983948,0.05560386000000006,0.4591190144528201,0.0706058144569397
21,01_BTMS.docx,"{'temperature': 1.1, 'top_k': None, 'top_p': 0.9, 'max_new_tokens': 2048}",0.61245155,0.2075442830207653,0.8104339241981506,0.62042594,0.1890248530076861,0.7885132431983948,-0.007974389999999998,0.018519430013079208,0.02192068099975586
22,01_BTMS.docx,"{'temperature': 1.1, 'top_k': 50, 'top_p': 0.9, 'max_new_tokens': 3072}",0.37374473,0.5844325313905372,0.7710922360420227,0.62042594,0.1890248530076861,0.7885132431983948,-0.24668120999999993,0.39540767838285107,-0.01742100715637207
23,01_BTMS.docx,"{'temperature': 1.1, 'top_k': 50, 'top_p': 0.9, 'max_new_tokens': 4096}",0.5027225,0.43304339205857,0.8280153870582581,0.62042594,0.1890248530076861,0.7885132431983948,-0.11770343999999999,0.24401853905088391,0.03950214385986328
24,03_LabTracker.docx,"{'temperature': 0.6, 'top_k': 50, 'top_p': 1.0, 'max_new_tokens': 4096}",0.7986679,0.7145969678609463,0.8785074949264526,0.7230854,0.7536396031203485,0.8963555693626404,0.0755825,-0.039042635259402214,-0.017848074436187744
25,03_LabTracker.docx,"{'temperature': 0.8, 'top_k': 50, 'top_p': 0.9, 'max_new_tokens': 4096}",0.735885,0.6640618402777113,0.8806210160255432,0.7230854,0.7536396031203485,0.8963555693626404,0.012799600000000022,-0.08957776284263719,-0.015734553337097168
26,03_LabTracker.docx,"{'temperature': 1.0, 'top_k': None, 'top_p': 1.0, 'max_new_tokens': 2048}",0.7075999,0.2720283999190679,0.8188004493713379,0.7230854,0.7536396031203485,0.8963555693626404,-0.015485500000000041,-0.4816112032012806,-0.07755511999130249
27,03_LabTracker.docx,"{'temperature': 1.1, 'top_k': None, 'top_p': 0.9, 'max_new_tokens': 2048}",0.58467954,0.5038038627491789,0.8491135835647583,0.7230854,0.7536396031203485,0.8963555693626404,-0.13840586,-0.24983574037116962,-0.04724198579788208
28,03_LabTracker.docx,"{'temperature': 1.1, 'top_k': 50, 'top_p': 0.9, 'max_new_tokens': 3072}",0.62484324,0.2401589080897644,0.848995566368103,0.7230854,0.7536396031203485,0.8963555693626404,-0.09824215999999997,-0.5134806950305841,-0.047360002994537354
29,03_LabTracker.docx,"{'temperature': 1.1, 'top_k': 50, 'top_p': 0.9, 'max_new_tokens': 4096}",0.495974,0.3674489913847683,0.7999794483184814,0.7230854,0.7536396031203485,0.8963555693626404,-0.22711139999999996,-0.3861906117355802,-0.09637612104415894
30,04_CelO.docx,"{'temperature': 0.6, 'top_k': 50, 'top_p': 1.0, 'max_new_tokens': 4096}",0.67505586,0.542504610596292,0.8585647344589233,0.57372403,0.4082606430483868,0.8548328876495361,0.1013318299999999,0.13424396754790519,0.003731846809387207
31,04_CelO.docx,"{'temperature': 0.8, 'top_k': 50, 'top_p': 0.9, 'max_new_tokens': 4096}",0.66502213,0.6492781668990312,0.862160325050354,0.57372403,0.4082606430483868,0.8548328876495361,0.09129809999999994,0.2410175238506444,0.007327437400817871
32,04_CelO.docx,"{'temperature': 1.0, 'top_k': None, 'top_p': 1.0, 'max_new_tokens': 2048}",0.48740068,0.0471396185863016,0.7731755375862122,0.57372403,0.4082606430483868,0.8548328876495361,-0.08632335000000008,-0.36112102446208516,-0.08165735006332397
33,04_CelO.docx,"{'temperature': 1.1, 'top_k': None, 'top_p': 0.9, 'max_new_tokens': 2048}",0.68093264,0.7252285038081792,0.8769317865371704,0.57372403,0.4082606430483868,0.8548328876495361,0.10720860999999993,0.3169678607597924,0.022098898887634277
34,04_CelO.docx,"{'temperature': 1.1, 'top_k': 50, 'top_p': 0.9, 'max_new_tokens': 3072}",0.61527514,0.430373670720659,0.7976881265640259,0.57372403,0.4082606430483868,0.8548328876495361,0.04155111,0.022113027672272245,-0.057144761085510254
35,04_CelO.docx,"{'temperature': 1.1, 'top_k': 50, 'top_p': 0.9, 'max_new_tokens': 4096}",0.74253166,0.7162118252001659,0.8819481730461121,0.57372403,0.4082606430483868,0.8548328876495361,0.16880763,0.30795118215177913,0.027115285396575928
36,09_TileO.docx,"{'temperature': 0.6, 'top_k': 50, 'top_p': 1.0, 'max_new_tokens': 4096}",0.7395051,0.3505729389673087,0.8620517253875732,0.7456002,0.520495980535621,0.8764762282371521,-0.00609510000000002,-0.16992304156831228,-0.014424502849578857
37,09_TileO.docx,"{'temperature': 0.8, 'top_k': 50, 'top_p': 0.9, 'max_new_tokens': 4096}",0.7458208,0.7489790398452736,0.8999617695808411,0.7456002,0.520495980535621,0.8764762282371521,0.0002205999999999042,0.22848305930965263,0.023485541343688965
38,09_TileO.docx,"{'temperature': 1.0, 'top_k': None, 'top_p': 1.0, 'max_new_tokens': 2048}",0.650368,0.8283162914334017,0.8818933367729187,0.7456002,0.520495980535621,0.8764762282371521,-0.0952322000000001,0.3078203108977807,0.0054171085357666016
39,09_TileO.docx,"{'temperature': 1.1, 'top_k': None, 'top_p': 0.9, 'max_new_tokens': 2048}",0.6224681,0.4093553325903696,0.8475741147994995,0.7456002,0.520495980535621,0.8764762282371521,-0.12313210000000008,-0.11114064794525136,-0.028902113437652588
40,09_TileO.docx,"{'temperature': 1.1, 'top_k': 50, 'top_p': 0.9, 'max_new_tokens': 3072}",0.59229076,0.678408509858159,0.8531175851821899,0.7456002,0.520495980535621,0.8764762282371521,-0.15330944000000002,0.15791252932253808,-0.023358643054962158
41,09_TileO.docx,"{'temperature': 1.1, 'top_k': 50, 'top_p': 0.9, 'max_new_tokens': 4096}",0.7501184,0.5934950094912979,0.822157621383667,0.7456002,0.520495980535621,0.8764762282371521,0.004518199999999917,0.07299902895567689,-0.05431860685348511
42,02_H2S.docx,"{'temperature': 0.6, 'top_k': 50, 'top_p': 1.0, 'max_new_tokens': 4096}",0.25953722,0.7427041888377247,0.8040019273757935,0.57724273,0.1346379875968829,0.7705022692680359,-0.31770551,0.6080662012408418,0.03349965810775757
43,02_H2S.docx,"{'temperature': 0.8, 'top_k': 50, 'top_p': 0.9, 'max_new_tokens': 4096}",0.5872463,0.6776857001639603,0.8212118744850159,0.57724273,0.1346379875968829,0.7705022692680359,0.010003569999999962,0.5430477125670774,0.05070960521697998
44,02_H2S.docx,"{'temperature': 1.0, 'top_k': None, 'top_p': 1.0, 'max_new_tokens': 2048}",0.5231087,0.0343644693748319,0.7441288232803345,0.57724273,0.1346379875968829,0.7705022692680359,-0.054134030000000055,-0.100273518222051,-0.026373445987701416
45,02_H2S.docx,"{'temperature': 1.1, 'top_k': None, 'top_p': 0.9, 'max_new_tokens': 2048}",0.6434331,0.461388381334729,0.7891596555709839,0.57724273,0.1346379875968829,0.7705022692680359,0.06619036999999994,0.3267503937378461,0.018657386302947998
46,02_H2S.docx,"{'temperature': 1.1, 'top_k': 50, 'top_p': 0.9, 'max_new_tokens': 3072}",0.6082851,0.095961135966568,0.7830981016159058,0.57724273,0.1346379875968829,0.7705022692680359,0.031042369999999986,-0.038676851630314896,0.012595832347869873
47,02_H2S.docx,"{'temperature': 1.1, 'top_k': 50, 'top_p': 0.9, 'max_new_tokens': 4096}",0.73053986,0.655012460022567,0.8714866042137146,0.57724273,0.1346379875968829,0.7705022692680359,0.15329713,0.520374472425684,0.10098433494567871
48,05_TSS.docx,"{'temperature': 0.6, 'top_k': 50, 'top_p': 1.0, 'max_new_tokens': 4096}",0.5954332,0.349857226577574,0.7813243865966797,0.7515705,0.5991259727714112,0.8710606098175049,-0.15613730000000003,-0.2492687461938372,-0.0897362232208252
49,05_TSS.docx,"{'temperature': 0.8, 'top_k': 50, 'top_p': 0.9, 'max_new_tokens': 4096}",0.71928686,0.4998170709713538,0.8059478402137756,0.7515705,0.5991259727714112,0.8710606098175049,-0.03228364000000006,-0.09930890180005741,-0.06511276960372925
50,05_TSS.docx,"{'temperature': 1.0, 'top_k': None, 'top_p': 1.0, 'max_new_tokens': 2048}",0.38533032,0.5454770771785242,0.7977900505065918,0.7515705,0.5991259727714112,0.8710606098175049,-0.36624018,-0.05364889559288699,-0.07327055931091309
51,05_TSS.docx,"{'temperature': 1.1, 'top_k': None, 'top_p': 0.9, 'max_new_tokens': 2048}",0.36563906,0.1885411308131631,0.7323903441429138,0.7515705,0.5991259727714112,0.8710606098175049,-0.38593144,-0.4105848419582481,-0.13867026567459106
52,05_TSS.docx,"{'temperature': 1.1, 'top_k': 50, 'top_p': 0.9, 'max_new_tokens': 3072}",0.67304176,0.3399657471331503,0.8750646710395813,0.7515705,0.5991259727714112,0.8710606098175049,-0.07852873999999999,-0.2591602256382609,0.004004061222076416
53,05_TSS.docx,"{'temperature': 1.1, 'top_k': 50, 'top_p': 0.9, 'max_new_tokens': 4096}",0.7268882,0.4206589266034795,0.8864359855651855,0.7515705,0.5991259727714112,0.8710606098175049,-0.024682300000000046,-0.17846704616793174,0.015375375747680664
54,08_Block.docx,"{'temperature': 0.6, 'top_k': 50, 'top_p': 1.0, 'max_new_tokens': 4096}",0.66883695,0.6640861512995457,0.8731090426445007,0.7313089,0.879741532985754,0.8990544080734253,-0.062471950000000054,-0.21565538168620824,-0.02594536542892456
55,08_Block.docx,"{'temperature': 0.8, 'top_k': 50, 'top_p': 0.9, 'max_new_tokens': 4096}",0.678129,0.7304713705196464,0.8988199830055237,0.7313089,0.879741532985754,0.8990544080734253,-0.05317990000000006,-0.14927016246610758,-0.00023442506790161133
56,08_Block.docx,"{'temperature': 1.0, 'top_k': None, 'top_p': 1.0, 'max_new_tokens': 2048}",0.49138767,0.4651401615330056,0.7801192402839661,0.7313089,0.879741532985754,0.8990544080734253,-0.23992123000000004,-0.4146013714527484,-0.11893516778945923
57,08_Block.docx,"{'temperature': 1.1, 'top_k': None, 'top_p': 0.9, 'max_new_tokens': 2048}",0.679626,0.5641297055707797,0.8780880570411682,0.7313089,0.879741532985754,0.8990544080734253,-0.05168290000000009,-0.3156118274149743,-0.02096635103225708
58,08_Block.docx,"{'temperature': 1.1, 'top_k': 50, 'top_p': 0.9, 'max_new_tokens': 3072}",0.633672,0.7199900986748208,0.8396965265274048,0.7313089,0.879741532985754,0.8990544080734253,-0.09763690000000003,-0.1597514343109332,-0.05935788154602051
59,08_Block.docx,"{'temperature': 1.1, 'top_k': 50, 'top_p': 0.9, 'max_new_tokens': 4096}",0.7177685,0.5271859992074611,0.8856763243675232,0.7313089,0.879741532985754,0.8990544080734253,-0.013540400000000008,-0.35255553377829285,-0.0133780837059021
