File,Text Cosine Similarity_experiment,Text Cosine Similarity_baseline,BERT F1_experiment,BERT F1_baseline,Text Cosine Difference,BERT F1 Difference
02_H2S.docx,0.9156072583810292,0.7752352723176507,0.7820472121238708,0.7551581263542175,0.14037198606337853,0.02688908576965332
02_H2S.docx,0.9245766043737382,0.7752352723176507,0.7663993239402771,0.7551581263542175,0.14934133205608757,0.01124119758605957
02_H2S.docx,0.6357763197728165,0.7752352723176507,0.7572476267814636,0.7551581263542175,-0.1394589525448342,0.0020895004272460938
02_H2S.docx,0.9140094115552326,0.7752352723176507,0.9243676662445068,0.7551581263542175,0.13877413923758197,0.1692095398902893
02_H2S.docx,0.5818859819014489,0.7752352723176507,0.7432956695556641,0.7551581263542175,-0.19334929041620175,-0.011862456798553467
02_H2S.docx,0.9215530703273632,0.7752352723176507,0.9246243238449096,0.7551581263542175,0.14631779800971256,0.16946619749069203
05_TSS.docx,0.863639917327145,0.8607945742365118,0.9370301961898804,0.9378297924995422,0.0028453430906331123,-0.0007995963096618652
05_TSS.docx,0.5690780150089563,0.8607945742365118,0.7585864663124084,0.9378297924995422,-0.29171655922755557,-0.1792433261871338
05_TSS.docx,0.8004954195800705,0.8607945742365118,0.7645930051803589,0.9378297924995422,-0.06029915465644131,-0.17323678731918335
05_TSS.docx,0.8331961339282449,0.8607945742365118,0.9391916394233704,0.9378297924995422,-0.02759844030826697,0.001361846923828125
05_TSS.docx,0.790771505120906,0.8607945742365118,0.7840592265129089,0.9378297924995422,-0.07002306911560585,-0.1537705659866333
05_TSS.docx,0.8691629395425875,0.8607945742365118,0.8268407583236694,0.9378297924995422,0.008368365306075654,-0.1109890341758728
08_Block.docx,0.8366070368925124,0.5772750667578856,0.7645600438117981,0.7854979634284973,0.2593319701346267,-0.02093791961669922
08_Block.docx,0.9030349785166524,0.5772750667578856,0.7608401775360107,0.7854979634284973,0.32575991175876673,-0.024657785892486572
08_Block.docx,0.0727436632238503,0.5772750667578856,0.7685574293136597,0.7854979634284973,-0.5045314035340354,-0.016940534114837646
08_Block.docx,0.8869908961316239,0.5772750667578856,0.7458586692810059,0.7854979634284973,0.3097158293737382,-0.039639294147491455
08_Block.docx,0.7760818903005717,0.5772750667578856,0.800499677658081,0.7854979634284973,0.19880682354268608,0.01500171422958374
08_Block.docx,0.0359835106077888,0.5772750667578856,0.7775008082389832,0.7854979634284973,-0.5412915561500968,-0.00799715518951416
